Title,Author
The Apocalypse of Elena Mendoza,"Hutchinson, Shaun David"
The Past and Other Things That Should Stay Buried,"Hutchinson, Shaun David"
The State of Us,"Hutchinson, Shaun David"
Violent Ends,"Hutchinson, Shaun David"
We Are the Ants,"Hutchinson, Shaun David"
A Wounded Name,"Hutchison, Dot"
Brave New World,"Huxley, Aldous"
Brave New World Revisited,"Huxley, Aldous"
M Butterfly,"Hwang, David Henry"
Becoming Chloe,"Hyde, Catherine Ryan"
Sexual Abuse: Let's Talk About It,"Hyde, Margaret O."
Icy Sparks,"Hyman Rubio, Gwyn"
Journey to the River Sea,"Ibbotson, Eva"
The Ogre of Oglefort,"Ibbotson, Eva"
The Girl Guide: 50 Ways to Love Your Changing Body,"Ibrahim, Marawa"
"At Last, Jedi: A Christina Starspeeder Story","Ignatow, Amy"
Love and Other Fiascos with Lydia Goldblatt and Julie Graham-Chang,"Ignatow, Amy"
Research for the Social Improvement and General Betterment of Lydia Goldblatt and Julie Graham-Chang,"Ignatow, Amy"
The Awesomely Awful Melodies of Lydia Goldblatt and Julie Graham-Chang,"Ignatow, Amy"
The Less-Than-Hidden Secrets and Final Revelations of Lydia Goldblatt and Julie Graham-Chang,"Ignatow, Amy"
The Long-Distance Dispatch Between Lydia Goldblatt and Julie Graham-Chang,"Ignatow, Amy"
The Rocky Road Trip of Lydia Goldblatt and Julie Graham-Chang,"Ignatow, Amy"
Words of (Questionable) Wisdom from Lydia Goldblatt and Julie Graham-Chang,"Ignatow, Amy"
Blood Memory,"Iles, Greg"
Every Body Looking,"Iloh, Candice"
Crime and Detection: History and Methods of Torture,"Innes, Brian"
A Widow for One Year,"Irving, John"
The Cider House Rules,"Irving, John"
The World According to Garp,"Irving, John"
"Attack on Titan (Series, Title Not Specified)","Isayama, Hajime"
"Tokyo Ghoul (Series, Title Not Specified)","Ishida, Sui"
Never Let Me Go,"Ishiguro, Kazuo"
The Librarian of Auschwitz,"Iturbe, Antonio"
The Librarian of Auschwitz: The Graphic Novel,"Iturbe, Antonio"
The Snow Child,"Ivey, Eowyn"
"Magus of the Library (Series, Title Not Specified)","Izumi, Mitsu"
A Good Girl's Guide to Murder,"Jackson, Holly"
As Good as Dead,"Jackson, Holly"
"Good Girl, Bad Blood","Jackson, Holly"
Allegedly,"Jackson, Tiffany D."
Grown,"Jackson, Tiffany D."
Let Me Hear a Rhyme,"Jackson, Tiffany D."
Monday's Not Coming,"Jackson, Tiffany D."
The Weight of Blood,"Jackson, Tiffany D."
The Friday Night Knitting Club,"Jacobs, Kate"
Stained,"Jacobson, Jennifer Richard"
Anne Frank: The Anne Frank House Authorized Graphic Biography,"Jacobson, Sid"
Wintersong,"Jae-Jones, S."
Beyond the Red,"Jae, Ava"
Lab Girl,"Jahren, Hope"
Hani and Ishu's Guide to Fake Dating,"Jaigirdar, Adiba"
Bit of a Blur: the Autobiography,"James, Alex"
Fifty Shades of Grey,"James, E. L."
Fifty Shades Darker,"James, E.L."
Fifty Shades Freed,"James, E.L."
"Black Leopard, Red Wolf","James, Marlon"
The Murder Room,"James, P. D."
All's Faire in Middle School,"Jamieson, Victoria"
Roller Girl,"Jamieson, Victoria"
When Stars are Scattered,"Jamieson, Victoria"
"The World Almanac and Book of Facts, 2018","Janssen, Sarah"
The Decorative Arts of Africa,"Jefferson, Louise E."
The Hundred Thousand Kingdoms,"Jemisin, N. K."
Damage,"Jenkins, A.M."
Harry Versus the First 100 Days of School,"Jenkins, Emily"
Be Loved,"Jenkins, Emma Mae"
Being Jazz: My Life as a (Transgender) Teen,"Jennings, Jazz"
Knight of the Cape: Definitely Dominguita,"Jennings, Terry Catasus"
Green River Killer: A True Detective Story,"Jensen, Jeff"
(Don't) Call Me Crazy: 33 Voices Start the Conversation,"Jensen, Kelly"
Body Talk: 37 Voices Explore Our Radical Anatomy,"Jensen, Kelly"
Escape,"Jessop, Carolyn"
Part of Your World,"Jimenez, Abby"
Fatal Tide,"Johansen, Iris"
No One to Trust,"Johansen, Iris"
If I Fix You,"Johnson, Abigail"
Love is the Drug,"Johnson, Alaya Dawn"
The Summer Prince,"Johnson, Alaya Dawn"
The First Part Last,"Johnson, Angela"
The Breakaways,"Johnson, Cathy G."
All Boys Aren't Blue,"Johnson, George M."
"Technically, You Started It","Johnson, Lana Wood"
Ellie Engle Saves Herself,"Johnson, Leah"
Rise to the Sun,"Johnson, Leah"
Devil in the Device,"Johnson, Lora Beth"
The Box in the Woods,"Johnson, Maureen"
The hand on the wall,"Johnson, Maureen"
The Vanishing Stair,"Johnson, Maureen"
Truly Devious,"Johnson, Maureen"
The Graduate (The Play),"Johnson, Terry"
The Parker Inheritance,"Johnson, Varian"
That Inevitable Victorian Thing,"Johnston, E. K"
"Exit, Pursued by a Bear","Johnston, E. K."
Choice Words: How Our Language Affects Children's Learning,"Johnston, Peter H."
The Sign of the Cat,"Jonell, Lynee"
Tips on Having a Gay (Ex) Boyfriend,"Jones, Carrie"
We Are All Liars,"Jones, Carys"
"Modern Love: Revised and Updated: True Stories of Love Loss, and Redemption","Jones, Daniel"
A Song Only I Can Hear,"Jonsberg, Barry"
Parasite: A Graphic Novel in Storyboards,"Joon Ho, Bong"
The Path of Daggers,"Jordan, Robert"
Winter's Heart,"Jordan, Robert"
The Black Friend: On Being a Better White Person,"Joseph, Frederick"
A River of Royal Blood,"Joy, Amanda"
A Portrait of the Artist as a Young Man,"Joyce, James"
Dubliners and A Portrait of the Artist as a Young Man and Other Works,"Joyce, James"
Ulysses,"Joyce, James"
"The Fashion Committee: A Novel of Art, Crime, and Applied Design","Juby, Susan"
Jay's Gay Agenda,"June, Jason"
AIDS and HIV: Risky Business (Teen Issues),"Jussim, Daniel"
The Iron Queen,"Kagawa, Julie"
The Recognition of Sakuntala: A Play In Seven Acts,Kalidasa
Luna Bay,"Kama, Adrienne"
The Bite of the Mango,"Kamara, Mariatu"
Scent of Danger,"Kane, Andrea"
Confessions of a Not It Girl,"Kantor, Melissa"
"Magical Boy, Vol. 1","Kao, The"
"Get a Grip, Vivy Cohen","Kapit, Sarah"
Prisoners,"Karlin, Wayne"
120 Banned Books: Censorship Histories of World Literature,"Karolides, Nicholas J."
Almost Perfect,"Katcher, Brian"
Teardrop,"Kate, Lauren"
Torment,"Kate, Lauren"
All Rights Reserved,"Katsoulis, Gregory Scott"
The Big Bad Wolf Tells All,"Kauffman, Donna"
Gemina,"Kaufman, Amie"
Illuminae,"Kaufman, Amie"
El Sol Y Sus Flores,"Kaur, Rupi"
Home Body,"Kaur, Rupi"
Milk and Honey,"Kaur, Rupi"
The Sun and Her Flowers,"Kaur, Rupi"
What's Gender Identity?,"Kawa, Katie"
The Sound of Letting Go,"Kehoe, Stasia Ward"
The Incredible Adventures of Cinnamon Girl,"Keil, Melissa"
Summer in the City of Roses,"Keil, Michelle Ruiz"
When Good Kids Kill,"Kelleher, Michael D."
When You Trap A Tiger,"Keller, Tae"
Street Dreams,"Kellerman, Faye"
A Measure of Darkness,"Kellerman, Jonathan"
Capital Crimes,"Kellerman, Jonathan"
Compulsion,"Kellerman, Jonathan"
Heartbreak Hotel,"Kellerman, Jonathan"
The Murderer's Daughter,"Kellerman, Jonathan"
The Royals: With the Latest on the Royal Family,"Kelley, Kitty"
Who Is Dolly Parton?,"Kelley, True"
Hello Universe,"Kelly, Erin Entrada"
Lilac Girls,"Kelly, Martha Hall"
After the Fall,"Kelman, Judith"
A Curse So Dark and Lonely,"Kemmerer, Brigid"
A Heart So Fierce and Broken,"Kemmerer, Brigid"
Mr. Ding’s Chicken Feet: On a Slow Boat from Shanghai to Texas,"Kendall, Gillian"
Antiracist Baby,"Kendi, Ibram X."
How to Be an Antiracist,"Kendi, Ibram X."
Stamped from the Beginning: The Definitive History of Racist Ideas in America,"Kendi, Ibram X."
Schindler's List,"Keneally, Thomas"
Stealing Parker,"Kenneally, Miranda"
Shut Out,"Keplinger, Kody"
That's Not What Happened,"Keplinger, Kody"
The DUFF: Designated Ugly Fat Friend,"Keplinger, Kody"
You: A Novel of Dark Obsession,"Kepnes, Caroline"
Space: a memoir,"Kercheval, Jesse Lee"
Orange Is The New Black: My Year In A Women's Prison,"Kerman, Piper"
Little Peach,"Kern, Peggy"
The Test,"Kern, Peggy"
On the Road,"Kerouac, Jack"
The Dharma Bums,"Kerouac, Jack"
Night Kites,"Kerr, M.E."
The Names We Take,"Kerr, Trace"
One Flew Over the Cuckoo's Nest,"Kesey, Ken"
Sometimes a Great Notion,"Kesey, Ken"
Emily Windsnap and the Pirate Prince,"Kessler, Liz"
Twelfth,"Key, Janet"
Flowers for Algernon,"Keyes, Daniel"
No More Excuses: Dismantling Rape Culture,"Keyser, Amber J."
"Pointe, Claw","Keyser, Amber J."
The Love and Lies of Rukhsana Ali,"Khan, Sabina"
Mirror in the Sky,"Khorana, Aditi"
Darius the Great Deserves Better,"Khorram, Adib"
Darius the Great Is Not Okay,"Khorram, Adib"
Kiss and Tell,"Khorram, Adib"
Things in Jars,"Kidd, Jess"
The Year of the Bomb,"Kidd, Ronald"
The Book of Longings,"Kidd, Sue Monk"
The Invention of Wings,"Kidd, Sue Monk"
The Mermaid Chair,"Kidd, Sue Monk"
The Secret Life of Bees,"Kidd, Sue Monk"
Tradition,"Kiely, Brendan"
Sexting Tips for Women: 100 Tips to Turn Him On,"Kiesbye, Stefan"
Miracle Creek,"Kim, Angie"
The Plotters,"Kim, On-su"
A Girl Named Zippy,"Kimmel, Haven"
Vortex: An Insignia Novel,"Kincaid, S. J."
Ask the Passengers,"King, A. S."
Dig,"King, A. S."
Everybody Sees the Ants,"King, A. S."
Glory O'Brien's History of the Future,"King, A. S."
I Crawl Through It,"King, A. S."
Please Ignore Vera Dietz,"King, A. S."
Reality Boy,"King, A. S."
Still Life with Tornado,"King, A. S."
Maya Angelou: Greeting the Morning,"King, Sarah E."
1922,"King, Stephen"
11/22/63: A Novel,"King, Stephen"
Apt Pupil,"King, Stephen"
Bag of Bones,"King, Stephen"
Billy Summers,"King, Stephen"
Black House,"King, Stephen"
Blaze,"King, Stephen"
Blockade Billy,"King, Stephen"
Carrie,"King, Stephen"
Cell,"King, Stephen"
Christine,"King, Stephen"
Cujo,"King, Stephen"
Danse Macabre,"King, Stephen"
Delores Claiborne,"King, Stephen"
Different Seasons: Four Novellas,"King, Stephen"
Doctor Sleep,"King, Stephen"
Dreamcatcher,"King, Stephen"
Duma Key,"King, Stephen"
Elevation,"King, Stephen"
End of Watch,"King, Stephen"
Everything's Eventual: 14 Dark Tales,"King, Stephen"
Finders Keepers,"King, Stephen"
Firestarter (SK),"King, Stephen"
Four Past Midnight,"King, Stephen"
From a Buick 8,"King, Stephen"
"Full Dark, No Stars","King, Stephen"
Gerald's Game,"King, Stephen"
Gwendy's Button Box,"King, Stephen"
Gwendy's Final Task,"King, Stephen"
Hearts in Atlantis,"King, Stephen"
If It Bleeds,"King, Stephen"
Insomnia,"King, Stephen"
It,"King, Stephen"
Joyland,"King, Stephen"
Just After Sunset,"King, Stephen"
Later,"King, Stephen"
Lisey's Story,"King, Stephen"
Misery,"King, Stephen"
Mr. Mercedes,"King, Stephen"
Needful Things,"King, Stephen"
Night Shift,"King, Stephen"
Nightmares and Dreamscapes,"King, Stephen"
On Writing: A Memoir of the Craft,"King, Stephen"
Pet Sematary,"King, Stephen"
Revival,"King, Stephen"
Rose Madder,"King, Stephen"
Salem's Lot,"King, Stephen"
Skeleton Crew,"King, Stephen"
Sleeping Beauties,"King, Stephen"
Song of Susannah,"King, Stephen"
Storm of the Century: An Original Screenplay,"King, Stephen"
The Bachman Books,"King, Stephen"
The Bazaar of Bad Dreams,"King, Stephen"
The Dark Half,"King, Stephen"
The Dark Tower,"King, Stephen"
The Dead Zone,"King, Stephen"
The Drawing of the Three,"King, Stephen"
The Girl Who Loved Tom Gordon,"King, Stephen"
The Green Mile,"King, Stephen"
The Gunslinger,"King, Stephen"
The Institute,"King, Stephen"
The Long Walk,"King, Stephen"
The Mist,"King, Stephen"
The Outsider,"King, Stephen"
The Running Man,"King, Stephen"
The Shining,"King, Stephen"
The Stand,"King, Stephen"
The Talisman,"King, Stephen"
The Tommyknockers,"King, Stephen"
The Waste Lands,"King, Stephen"
Thinner,"King, Stephen"
Under the Dome,"King, Stephen"
Wizard and Glass,"King, Stephen"
Wolves of the Calla,"King, Stephen"
Pigs In Heaven,"Kingsolver, Barbara"
Prodigal Summer,"Kingsolver, Barbara"
The Bean Trees,"Kingsolver, Barbara"
The Poisonwood Bible,"Kingsolver, Barbara"
Confessions of a Shopaholic,"Kinsella, Sophie"
Shopaholic and Baby,"Kinsella, Sophie"
"The Walking Dead, Vol. 11: Fear the Hunters","Kirkman, Robert"
"The Walking Dead, Vol. 2: Miles Behind Us","Kirkman, Robert"
"Naruto, Vol 1: Uzumaki Naruto","Kishimoto, Masashi"
"Naruto, Vol. 11: Impassioned efforts","Kishimoto, Masashi"
"Naruto, Vol. 2: Test of a Ninja","Kishimoto, Masashi"
"Naruto, Vol. 28: Homecoming","Kishimoto, Masashi"
"Naruto, Vol. 38: Practice Makes Perfect","Kishimoto, Masashi"
"Naruto, Vol. 52: Cell Seven Reunion","Kishimoto, Masashi"
The Truth About Sexual Behavior and Unplanned Pregnancy,"Kittleson, Mark J."
Gert Garibaldi's Rants and Raves: One Butt Cheek at a Time,"Kizer, Amber"
Firestorm,"Klass, David"
You Don't Know Me,"Klass, David"
Don't Say a Word,"Klavan, Andrew"
Primary Colors: A Novel of Politics,"Klein, Joe"
Rape and Sexual Assault: Healing and Recovery,"Klein, Rebecca T."
Orphan Train,"Kline, Christina Baker"
"Sex, Drugs, and Cocoa Puffs: A Low Culture Manifesto","Klosterman, Chuck"
"Finding Me: A Decade of Darkness, A Life Reclaimed: A Memoir","Knight, Michelle"
An Age of License: A Travelogue,"Knisley, Lucy"
Relish: My Life in the Kitchen,"Knisley, Lucy"
Luckiest Girl Alive,"Knoll, Jessica"
Lessons from a Dead Girl,"Knowles, Jo"
See You at Harry's,"Knowles, Jo"
A Separate Peace,"Knowles, John"
Gender Queer: A Memoir,"Kobabe, Maia"
Boy Girl Boy,"Koertge, Ron"
Strays,"Koertge, Ronald"
Obasan,"Kogawa, Joy"
Honestly Ben,"Konigsberg, Bill"
Openly Straight,"Konigsberg, Bill"
The Bridge,"Konigsberg, Bill"
The Porcupine of Truth,"Konigsberg, Bill"
Silent to the Bone,"Konigsburg, E.L."
Ancient World Commanders: From the Trojan War to the Fall of Rome,"Konstam, Angus"
City of Night,"Koontz, Dean R."
Dark Rivers of the Heart,"Koontz, Dean R."
False Memory,"Koontz, Dean R."
Innocence,"Koontz, Dean R."
Intensity,"Koontz, Dean R."
Phantoms,"Koontz, Dean R."
Saint Odd,"Koontz, Dean R."
Seize the Night,"Koontz, Dean R."
The Voice of the Night,"Koontz, Dean R."
Twilight Eyes,"Koontz, Dean R."
Watchers,"Koontz, Dean R."
Whispers,"Koontz, Dean R."
The Painted Bird,"Kosinski, Jerzy N."
The Sidekicks,"Kostakis, William"
The Bear Went Over the Mountain,"Kotzwinkle, William"
Born on the Fourth of July,"Kovic, Ron"
The Influential Woman,"Kraft, Vickie"
Into the Wild,"Krakauer, Jon"
Bent Heavens,"Kraus, Daniel"
The Cat King of Havana,"Kreicbergs, Toms"
Leonardo da Vinci,"Krensky, Stephen"
The Pirate,"Krentz, Jayne Ann"
Dangerous Play,"Kress, Emma"
Something Happened to Ali Greenleaf,"Krischer, Hayley"
"Hey, Kiddo: How I Lost My Mother, Found My Father, and Dealt with Family Addiction","Krosoczka, Jarrett J."
Hexed,"Krys, Michelle"
The Burning God,"Kuang, R. F."
The Dragon Republic,"Kuang, R. F."
The Poppy War,"Kuang, R. F."
"Bleach (Series, Title Not Specified)","Kubo, Tite"
The Smaller Evil,"Kuehn, Stephanie"
When I Am Through with You,"Kuehn, Stephanie"
Pieces of a Girl,"Kuehnert, Stephanie"
Beyond Magenta: Transgender Teens Speak Out,"Kuklin, Susan"
"No Choirboy: Murder, Violence, and Teenagers on Death Row","Kuklin, Susan"
The Unbearable Lightness of Being,"Kundera, Milan"
The Purim Superhero,"Kushner, Elisabeth"
The Mars Room,"Kushner, Rachel"
Girl in Translation,"Kwok, Jean"
Many Waters,"L'Engle, Madeline"
Living in a Violent Household,"La Bella, Laura"
"Good Morning, Mr. Mandela","la Grange, Zelda"
The Honeys,"La Sala, Ryan"
Who Was Maya Angelou?,"Labrecque, Ellen"
Hold Still,"LaCour, Nina"
Courting Darkness,"LaFevers, Robin"
Dark Triumph,"LaFevers, Robin"
Grave Mercy,"LaFevers, Robin"
Mortal Heart,"LaFevers, Robin"
The Namesake,"Lahiri, Jhumpa"
In Darkness,"Lake, Nick"
Lily and the Night Creatures,"Lake, Nick"
Whisper to Me,"Lake, Nick"
I Know This Much Is True,"Lamb, Wally"
She's Come Undone,"Lamb, Wally"
Red Spikes,"Lanagan, Margo"
"Families, Families, Families!","Lang, Suzanne"
Search for Safety,"Langan, Paul"
Survivor,"Langan, Paul"
The Pride Guide: A Guide to Sexual and Social Health for LGBTQ Youth,"Langford, Jo"
For the Right to Learn: Malala Yousafzai's Story,"Langston-George, Rebecca"
Strangeworlds Travel Agency,"Lapinski, L.D."
Liar,"Larbalestier, Justine"
My Sister Rosa,"Larbalestier, Justine"
"The Devil in the White City: Murder, Magic, and Madness at the Fair that Changed America","Larson, Erik"
"The Splendid and the Vile: A Saga of Churchill, Family, and Defiance During the Blitz","Larson, Erik"
There's a Hair In My Dirt: A Worm's Story,"Larson, Gary"
All Summer Long,"Larson, Hope"
The Girl Who Kicked the Hornet's Nest,"Larsson, Stieg"
The Girl Who Played with Fire,"Larsson, Stieg"
The Girl with the Dragon Tattoo,"Larsson, Stieg"
Autoboyography,"Lauren, Christina"
Daniel Boone,"Lawlor, Laurie"
Escape By Sea,"Lawrence, L. S."
Monument 14,"Laybourne, Emmy"
Monument 14: Savage Drift,"Laybourne, Emmy"
Monument 14: Sky On Fire,"Laybourne, Emmy"
Chew,"Layman, John"
Beetle and the Hollowbones,"Layne, Aliza"
Wrong About the Guy,"LaZebnik, Claire"
The Dollmage,"Leavitt, Martine"
The Last Boy: Mickey Mantle and the End of America's Childhood,"Leavy, Jane"
Crazy,"Lebert, Benjamin"
A Clash of Steel: A Treasure Island Remix,"Lee, C. B."
Grown in 60 Seconds,"Lee, Darrien"
Meet Cute Diary,"Lee, Emery"
To Kill a Mockingbird,"Lee, Harper"
The Gentleman's Guide to Vice and Virtue,"Lee, Mackenzi"
The Lady's Guide to Petticoats and Piracy,"Lee, Mackenzi"
Recipe Box,"Lee, Sandra"
The Downstairs Girl,"Lee, Stacey"
Excelsior!: The Amazing Life of Stan Lee,"Lee, Stan"
A Lesson in Vengeance,"Lee, Victoria"
The Fever King,"Lee, Victoria"
Tiger Honor,"Lee, Yoon Ha"
In Another Time,"Leech, Caroline"
Stephen Spender: A Life in Modernism,"Leeming, David Adams"
Furyborn,"Legrand, Claire"
Kingsbane,"Legrand, Claire"
Lightbringer,"Legrand, Claire"
Sawkill Girls,"Legrand, Claire"
Mystic River,"Lehane, Dennis"
Descender,"Lemire, Jeff"
L'Hystérique,"Lemonnier, Camille"
Summer of Salt,"Leno, Katrina"
You Must Not Miss,"Leno, Katrina"
What If We Were...,"Lenoir, Axelle"
Male/Female Roles (BL),"Leone, Bruno"
Rape On Campus (BL),"Leone, Bruno"
"Love, Cajun Style","Les Becquets, Diane"
The Grass Is Singing,"Lessing, Doris"
Guardian (JL),"Lester, Julius"
Party,"Leveen, Tom"
Water Dancer,"Levin, Jenifer"
21 Proms,"Levithan, David"
Another Day,"Levithan, David"
Boy Meets Boy,"Levithan, David"
Every Day,"Levithan, David"
Hold Me Closer: The Tiny Cooper Story,"Levithan, David"
"How They Met, and Other Stories","Levithan, David"
Ryan and Avery,"Levithan, David"
Someday,"Levithan, David"
Take Me With You When You Go,"Levithan, David"
The Lover's Dictionary,"Levithan, David"
The Mysterious Disappearance of Aidan S. (As Told To His Brother),"Levithan, David"
The Realm of Possibility,"Levithan, David"
Two Boys Kissing,"Levithan, David"
The Family Fletcher Takes Rock Island,"Levy, Dana Alison"
Crushing It,"Levy, Joanne"
Not After Everything,"Levy, Michelle"
That Hideous Strength: A Modern Fairy-Tale for Grown-Ups,"Lewis, C. S."
Babbitt,"Lewis, Sinclair"
Parents' Day,"Leyh, Kat"
Love in the Time of Global Warming,"Lia Block, Francesca"
The Little Book of Snowflakes,"Libbrecht, Kenneth George"
The Snowflake: Winter's Secret Beauty,"Libbrecht, Kenneth George"
Remarkably Ruby,"Libenson, Terri"
The Grace Year,"Liggett, Kim"
Reflection: A Twisted Tale,"Lim, Elizabeth"
Unravel the Dusk,"Lim, Elizabeth"
Dexter Is Delicious,"Lindsay, Jeff"
She Gets the Girl,"Lippincott, Rachael"
The Lucky List,"Lippincott, Rachael"
Raiders Night,"Lipsyte, Robert"
Elatsoe,"Little Badger, Darcie"
Purge,"Littman, Sarah Darer"
The Illustrated Guide to the Supernatural,"Litvinoff, Sarah"
"Monstress (Series, Title Not Specified)","Liu, Marjorie"
"Monstress, Vol. 1: Awakening","Liu, Marjorie"
"Monstress, Vol. 2: The Blood","Liu, Marjorie"
"Monstress, Vol. 3: Haven","Liu, Marjorie"
"Monstress, Vol. 4: The Chosen","Liu, Marjorie"
The Valiant,"Livingston, Lesley"
How Green Was My Valley,"Llewellyn, Richard"
Pride of Lions,"Llywelyn, Morgan"
A Scatter of Light,"Lo, Malinda"
Last Night at the Telegraph Club,"Lo, Malinda"
Family of Liars: The Prequel to We Were Liars,"Lockhart, E"
Again Again,"Lockhart, E."
Dramarama,"Lockhart, E."
Fly on the Wall: How One Girl Saw Everything,"Lockhart, E."
Genuine Fraud,"Lockhart, E."
"Real Live Boyfriends: Yes. Boyfriends, Plural. If My Life Weren't Complicated, I Wouldn't Be Ruby Oliver","Lockhart, E."
"The Treasure Map of Boys: Noel, Jackson, Finn, Hutch, Gideon -- and Me, Ruby Oliver","Lockhart, E."
We Were Liars,"Lockhart, E."
In the Key of Us,"Lockington, Mariama J."
City of Secrets,"London, Alex"
City of Speed,"London, Alex"
City of Thieves (AL),"London, Alex"
Ready When You Are,"Lonesborough, Gary"
The Dirt on Sex,"Lookadoo, Justin"
Half a Chance,"Lord, Cynthia"
Touch Blue,"Lord, Cynthia"
When We Collided,"Lord, Emery"
Tweet Cute,"Lord, Emma"
I am Number Four,"Lore, Pittacus"
The Fall of Five,"Lore, Pittacus"
The Fate of Ten,"Lore, Pittacus"
The Power of Six,"Lore, Pittacus"
The Revenge of Seven,"Lore, Pittacus"
The Rise of Nine,"Lore, Pittacus"
United As One,"Lore, Pittacus"
Imogen Cunningham: Ideas Without End,"Lorenz, Richard"
Julián at the Wedding,"Love, Jessica"
Julián Is a Mermaid,"Love, Jessica"
Unlock Your Storybook Heart,"Lovelace, Amanda"
Who Killed These Girls?: The Unsolved Murders That Rocked a Texas Town,"Lowry, Beverly"
The Giver,"Lowry, Lois"
Champion,"Lu, Marie"
Prodigy,"Lu, Marie"
Rebel,"Lu, Marie"
The Midnight Star,"Lu, Marie"
The Rose Society,"Lu, Marie"
The Young Elites,"Lu, Marie"
Warcross,"Lu, Marie"
Wildcard,"Lu, Marie"
"Character, Driven","Lubar, David"
"Thanks a Lot, Universe","Lucas, Chad"
The Bourne Identity,"Ludlum, Robert"
The Bourne Supremacy,"Ludlum, Robert"
The Bourne Ultimatum,"Ludlum, Robert"
The Invisible Boy,"Ludwig, Trudy"
In Deeper Waters,"Lukens, F. T."
So This is Ever After,"Lukens, FT"
Too Bright to See,"Lukoff, Kyle"
When Aidan Became a Brother,"Lukoff, Kyle"
Brave New Girl,"Luna, Louisa"
The Best Laid Plans,"Lund, Cameron"
The Alliance,"Lund, Gerald N."
We Speak in Storms,"Lund, Natalie"
Like Other Girls,"Lundin, Britta"
Bump and Run,"Lupica, Mike"
Lone Survivor: The Eyewitness Account of Operation Redwing and the Lost Heroes of SEAL Team 10,"Luttrell, Marcus"
The Spellman Files,"Lutz, Lisa"
The Swallows,"Lutz, Lisa"
Blood of my Blood,"Lyga, Barry"
Boy Toy,"Lyga, Barry"
Game,"Lyga, Barry"
I Hunt Killers,"Lyga, Barry"
Mangaman,"Lyga, Barry"
The Astonishing Adventures of Fanboy and Goth Girl,"Lyga, Barry"
Iceman,"Lynch, Chris"
Inexcusable,"Lynch, Chris"
Irreversible,"Lynch, Chris"
Killing Time in Crystal City,"Lynch, Chris"
Messed Up,"Lynch, Janet Nichols"
Dreamplace,"Lyon, George Ella"
Sorrow's Kitchen: The Life and Folklore of Zora Neale Hurston,"Lyons, Mary E."
A Court of Wings and Ruin,"Maas, Sarah J."
A Court of Frost and Starlight,"Maas, Sarah J."
A Court of Mist and Fury,"Maas, Sarah J."
A ​Court of Silver Flames,"Maas, Sarah J."
A Court of Thorns and Roses,"Maas, Sarah J."
Catwoman: Soulstealer,"Maas, Sarah J."
Corona de Medianoche,"Maas, Sarah J."
Crown of Midnight,"Maas, Sarah J."
Empire of Storms,"Maas, Sarah J."
Heir of Fire,"Maas, Sarah J."
House of Earth and Blood,"Maas, Sarah J."
House of Sky and Breath,"Maas, Sarah J."
Imperio de Tormentas,"Maas, Sarah J."
Kingdom of Ash,"Maas, Sarah J."
Queen of Shadows,"Maas, Sarah J."
Reino de Cenizas,"Maas, Sarah J."
The Assassin's Blade,"Maas, Sarah J."
Throne of Glass,"Maas, Sarah J."
Torre del Alba,"Maas, Sarah J."
Tower of Dawn,"Maas, Sarah J."
The Dragon Factory,"Maberry, Jonathan"
"Tigers, Not Daughters","Mabry, Samantha"
Crush (CM),"Mac, Carrie"
The Way We Work: Getting to Know the Amazing Human Body,"Macaulay, David"
Fall on Your Knees,"MacDonald, Ann-Marie"
Company Commander: The Classic Infantry Memoir of World War II,"MacDonald, Charles Brown"
Easter Rising: A Memoir of Roots and Rebellion,"MacDonald, Michael Patrick"
"Harrison Dwight, Ballerina and Knight","MacFarlane, Rachael"
Both Can Be True,"Machias, Jules"
Téo's Tutu,"Macias, Maryann Jacob"
Boost,"Mackel, Kathy"
Guyaholic,"Mackler, Carolyn"
Tangled,"Mackler, Carolyn"
"The Earth, My Butt, and Other Big Round Things","Mackler, Carolyn"
"Vegan, Virgin, Valentine","Mackler, Carolyn"
Operatic,"Maclear, Kyo"
The Perfect Girl,"Macmillan, Gilly"
92 Pacific Boulevard,"Macomber, Debbie"
Orchard Valley Grooms,"Macomber, Debbie"
The Ghost Runner,"MacTire, Norwyn"
September Girls,"Madison, Bennett"
Nevada's Red Rock Canyon : The Story Behind the Scenery,"Madison, Cheri C."
All This Twisted Glory,"Mafi, Tahereh"
Believe Me,"Mafi, Tahereh"
Defy Me,"Mafi, Tahereh"
Destroy Me,"Mafi, Tahereh"
Find Me,"Mafi, Tahereh"
Ignite Me,"Mafi, Tahereh"
Imagine Me,"Mafi, Tahereh"
Restore Me,"Mafi, Tahereh"
Shatter Me,"Mafi, Tahereh"
Unite Me,"Mafi, Tahereh"
Unravel Me,"Mafi, Tahereh"
The Hike,"Magary, Drew"
37 Things I Love (in no particular order),"Magoon, Kekla"
How It Went Down,"Magoon, Kekla"
Cress Watercress,"Maguire, Gregory"
Son of a Witch,"Maguire, Gregory"
Wicked: Memorias de una bruja mala,"Maguire, Gregory"
Wicked: The Life and Times of the Wicked Witch of the West,"Maguire, Gregory"
Blood and Honey,"Mahurin, Shelby"
Gods and Monsters,"Mahurin, Shelby"
Serpent and Dove,"Mahurin, Shelby"
The Executioner's Song,"Mailer, Norman"
Oprah Winfrey: The Real Story,"Mair, George"
Identity: A Story of Transitioning,"Maison, Corey"
Giants,"Malam, John"
The Fixer,"Malamud, Bernard"
The Fixer (BM),"Malamud, Bernard"
